FileName, Keyword, Sentence
C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1871-Grant.txt, god, actices. They will be protected in the worship of God according to the dictates of their consciences  b
C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1885-Cleveland.txt, god, on rest upon our homes  established by the law of God  guarded by parental care  regulated by parental 
C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1885-Cleveland.txt, god, uide the actions of their sons  live according to God' s holy ordinances  and each  secure and happy in
C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1888-Cleveland.txt, god, ment of the grand destiny awaiting the land which God had given them.A century has passed. Our cities a
C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1888-Cleveland.txt, god, e earth and our success in accomplishing the work God has given the American people to do require of th
C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1897-McKinley.txt, god,  directed to present his letters of recall.Mr. W. Godfrey Hunter has likewise been accredited to the Go
C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1899-McKinley.txt, god, use than during the past year for thankfulness to God for manifold blessings and mercies  for which we 
C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1900-McKinley.txt, god, so preserved and blessed gives reverent thanks to God and invokes His guidance and the continuance of H
C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1900-McKinley.txt, god,  come to look back with gratitude to the day when God gave victory to American arms at Manila and set t
C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1901-Roosevelt.txt, god, y and to bring up his children as law-abiding and God-fearing members of the community. But there shoul
C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1914-Wilson.txt, god, t this character and reputation may presently  in God's providence  bring us an opportunity such as has
C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1917-Wilson.txt, god, ong the nations. But when that has been done--as  God willing  it assuredly will be--we shall at last b
C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1917-Wilson.txt, god, people have been opened and they see. The hand of God is laid upon the nations. He will show them favor
C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1918-Wilson.txt, god, ges what feats he did that day!"What we all thank God for with deepest gratitude is that our men went i
C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1918-Wilson.txt, god, ritten  but we carry them at our hearts and thank God that we can say that we are the kinsmen of such.A
C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1928-Coolidge.txt, god,  in the hands of the people. Our faith in man and God is the justification for the belief in our contin
C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1934-FDRoosevelt.txt, god,  take better advantage of the opportunities which God has given our country.I cannot  unfortunately  pr
C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1939-FDRoosevelt.txt, god, ith.Religion  by teaching man his relationship to God  gives the individual a sense of his own dignity 
C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1939-FDRoosevelt.txt, god, d the incitement to disunion.We have learned that God-fearing democracies of the world which observe th
C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1939-FDRoosevelt.txt, god, ch if followed the world will forever applaud and God must forever bless."
C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1940-FDRoosevelt.txt, god, the rest of the world were compelled to worship a god imposed by a military ruler  or were forbidden to
C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1940-FDRoosevelt.txt, god, by a military ruler  or were forbidden to worship God at all; if the rest of the world were forbidden t
C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1941-FDRoosevelt.txt, god, sever threatened our national unity. Today  thank God  one hundred and thirty million Americans  in for
C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1941-FDRoosevelt.txt, god, .The second is freedom of every person to worship God in his own wayeverywhere in the world.The third i
C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1941-FDRoosevelt.txt, god, n; and its faith in freedom under the guidance of God. Freedom means the supremacy of human rights ever
C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1942-FDRoosevelt.txt, god, rovide adequate "living room" for both Hitler and God. In proof of that  the Nazis have now announced t
C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1942-FDRoosevelt.txt, god, ars to the first chapter of the Book of Genesis: "God created man in His own image."We on our side are 
C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1942-FDRoosevelt.txt, god, e doctrine that all men are equal in the sight of God. Those on the other side are striving to destroy 
C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1944-FDRoosevelt.txt, god, and every one of us has a solemn obligation under God to serve this Nation in its most critical hourto 
C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1945-FDRoosevelt.txt, god, may be worthy of the unlimited opportunities that God has given us.
C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1946-Truman.txt, god, ht and to win  with the help of our allies  under God. I doubt if the tasks of the future are more diff
C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1948-Truman.txt, god,  the hour to rededicate ourselves to the faith in God that gives us confidence as we face the challenge
C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1949-Truman.txt, god, l not desert us now. With that help from Almighty God which we have humbly acknowledged at every turnin
C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1950-Truman.txt, god, iciency of our Government. Today  by the grace of God  we stand a free and prosperous nation with great
C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1950-Truman.txt, god, useful work  serve their communities  and worship God as they see fit. These may seem simple goals  but
C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1951-Truman.txt, god, dance that in all we do we may follow the will of God.
C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1952-Truman.txt, god, mmer soldiers. Let us go forward  trusting in the God of Peace  to win the goals we seek.
C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1953-Truman.txt, god, n dread objective. We did not seek this struggle  God forbid. We did our utmost to avoid it. In World W
C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1953-Truman.txt, god, To him  to you  to all my fellow citizens  I say  Godspeed.May God bless our country and our cause.HARR
C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1953-Truman.txt, god, u  to all my fellow citizens  I say  Godspeed.May God bless our country and our cause.HARRY S. TRUMAN
C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1955-Eisenhower.txt, god, very citizen wants to give full expression to his God-given talents and abilities and to have the recog
C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1955-Eisenhower.txt, god,  them I saw  too  a devout America  humble before God. And so  I know with all my heart--and I deeply b
C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1958-Eisenhower.txt, god, egimented atheistic state  but to the people--the God-fearing  peace-loving people of all the world.DWI
C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1959-Eisenhower.txt, god,  It is: Can Government based upon liberty and the God-given rights of man  permanently endure when ceas
C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1959-Eisenhower.txt, god, nded on the premise that all men are creatures of God's making  the world will come to know that it is 
C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1960-Eisenhower.txt, god, rpose of our society is to assure justice  before God  for every individual. We must be ever alert that
C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1961-Kennedy.txt, god, may be worthy of the unlimited opportunities that God has given us."
C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1962-Kennedy.txt, god,  glory of freedom. And in this high endeavor  may God watch over the United States of America.
C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1963-Kennedy.txt, god, r tide is running strong. With thanks to Almighty God for seeing us through a perilous passage  we ask 
C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1965-LBJohnson.txt, god, sery and tyranny wherever they keep man less than God means him to be. We are moving toward that destin
C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1965-LBJohnson.txt, god, as in the beginning. So it shall always be  while God is willing  and we are strong enough to keep the 
C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1966-LBJohnson.txt, god,  by the weaknesses of man  with whatever guidance God may offer us  we must nevertheless and alone with
C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1970-Nixon.txt, god,  this world in the last third of the century. May God give us the wisdom  the strength and  above all  
C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1976-Ford.txt, god, ust above me. How many times have we seen it? "In God We Trust."Let us engrave it now in each of our he
C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1977-Ford.txt, god,  know  but it also places supreme authority under God  beyond any one person  any one branch  any major
C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1977-Ford.txt, god, ou for your prayers  and now I give you mine: May God guide this wonderful country  its people  and tho
C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1977-Ford.txt, god, e humble servants of thy peace. Amen. Good night. God bless you.
C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1982-Reagan.txt, god,  representative government  the rule of law under God. We've never needed walls or minefields or barbed
C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1982-Reagan.txt, god, . He caught sight of our flag  saluted it  said  "God bless America " and then thanked us for bringing 
C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1982-Reagan.txt, god, me of libertythis last  best hope of man on Earth.God bless you  and thank you.
C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1983-Reagan.txt, god, onal amendment to permit voluntary school prayer. God should never have been expelled from America's cl
C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1983-Reagan.txt, god, but in the next century and beyond.Thank you  and God bless you.
C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1984-Reagan.txt, god, faith with the mighty spirit of free people under God. As we came to the decade of the eighties  we fac
C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1984-Reagan.txt, god,  rest until each of you can reach as high as your God-given talents will take you. The heart of America
C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1984-Reagan.txt, god, tion meant to signify America is one nation under God. I must ask: If you can begin your day with a mem
C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1984-Reagan.txt, god,  in prayer  then why can't freedom to acknowledge God be enjoyed again by children in every schoolroom 
C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1984-Reagan.txt, god, ? America was founded by people who believed that God was their rock of safety. He is ours. I recognize
C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1984-Reagan.txt, god,  I recognize we must be cautious in claiming that God is on our side  but I think it's all right to kee
C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1984-Reagan.txt, god, for despotism; and  yes  for peace  not conquest. God bless you. And then there are unsung heroes: sing
C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1984-Reagan.txt, god, sing sun fresh from the burning  creative hand of God... I see great days ahead for men and women of wi
C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1984-Reagan.txt, god, hem free; we kept the faith. Thank you very much. God bless you  and God bless America.
C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1984-Reagan.txt, god, he faith. Thank you very much. God bless you  and God bless America.
C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1985-Reagan.txt, god, g the invincible spirit of one great nation under God. Four years ago we said we would invigorate our e
C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1985-Reagan.txt, god, of a chosen few; it is the universal right of all God's children. Look to where peace and prosperity fl
C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1985-Reagan.txt, god, n in unity  with justice  and love.Thank you  and God bless you.
C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1986-Reagan.txt, god, nse  with undying faith that in this nation under God the future will be ours; for the future belongs t
C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1986-Reagan.txt, god, k to our children their lost right to acknowledge God in their classrooms. We are a nation of idealists
C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1986-Reagan.txt, god, s if we will defend the unalienable rights of all God's children to follow their dreams. To those impri
C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1986-Reagan.txt, god, hes and has performed at the Kennedy Center. With God as your composer  Tyrone  your music will be the 
C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1986-Reagan.txt, god, world of tomorrow in faith  in unity  and in love.God bless you  and God bless America.
C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1986-Reagan.txt, god, n faith  in unity  and in love.God bless you  and God bless America.
C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1987-Reagan.txt, god, remembered as the one that ended the expulsion of God from America's classrooms. The quest for excellen
C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1987-Reagan.txt, god, nished. Her best days have just begun. Thank you  God bless you  and God bless America.
C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1987-Reagan.txt, god, ys have just begun. Thank you  God bless you  and God bless America.
C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1988-Reagan.txt, god, ily  of religion  and of the love of freedom that God places in each of us and whose defense He has ent
C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1988-Reagan.txt, god, they have for nearly two centuries and as we pray God they always will  that another generation of Amer
C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1988-Reagan.txt, god, ernment of  by  and for the people.Thank you  and God bless you.
C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1989-HWBush.txt, god, us the tools  and we will do the job." Thank you. God bless you  and God bless America.
C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1989-HWBush.txt, god, e will do the job." Thank you. God bless you  and God bless America.
C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1990-HWBush.txt, god, es; and even the kids who are ill or alone -- and God bless those boarder babies  born addicted to drug
C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1990-HWBush.txt, god, ith and family. Tell them we are one nation under God. Teach them that of all the many gifts they can r
C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1990-HWBush.txt, god, of the Union depends on each and every one of us. God bless all of you  and may God bless this great na
C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1990-HWBush.txt, god, nd every one of us. God bless all of you  and may God bless this great nation  the United States of Ame
C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1991-HWBush.txt, god, hat must be done -- the hard work of freedom. May God bless the United States of America. Thank you ver
C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1992-HWBush.txt, god, n my life  in our lives  is this: By the grace of God  America won the cold war. I mean to speak this e
C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1992-HWBush.txt, god, ll  this night  the hope of the world. Thank you. God bless you  and God bless our beloved country. Tha
C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1992-HWBush.txt, god,  hope of the world. Thank you. God bless you  and God bless our beloved country. Thank you very  very m
C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1993-Clinton.txt, god,  Let us summon the courage to seize it.Thank you. God bless America.
C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1994-Clinton.txt, god, aw. And thank you  Jim Brady  for being here  and God bless you  sir. This Congress produced tax cuts t
C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1994-Clinton.txt, god, but it must be stronger still. With your help and God's help  it will be. Thank you  and God bless Amer
C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1994-Clinton.txt, god, r help and God's help  it will be. Thank you  and God bless America.
C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1995-Clinton.txt, god, t a solemn responsibility to rise as far as their God-given talents and determination can take them and
C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1995-Clinton.txt, god, e by which we can fulfill ourselves and reach our God-given potential and be like them and also to fulf
C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1995-Clinton.txt, god, d our best days are still to come. Thank you  and God bless you all.
C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1996-Clinton.txt, god,  it and to make the most of their lives and their God-given capacities. To the media  I say you should 
C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1996-Clinton.txt, god, is yet to come if we all do our parts. Thank you. God bless you  and God bless the United States of Ame
C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1996-Clinton.txt, god, e all do our parts. Thank you. God bless you  and God bless the United States of America. Thank you.
C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1997-Clinton.txt, god, t us seize those days and the century. Thank you  God bless you  and God bless America.
C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1997-Clinton.txt, god, ys and the century. Thank you  God bless you  and God bless America.
C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1998-Clinton.txt, god, at changed the world  will return to the heavens. Godspeed  John Glenn. [Applause] John  you will carry
C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1998-Clinton.txt, god,  Union. Let that be our gift to the 21st century. God bless you  and God bless the United States.
C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1998-Clinton.txt, god,  our gift to the 21st century. God bless you  and God bless the United States.
C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1999-Clinton.txt, god, rican Century  look ahead to the next one  asking God's blessing on our endeavors and on our beloved co
C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\2000-Clinton.txt, god, s pledged us to be so long ago: One Nation  under God  indivisible  with liberty and justice for all. T
C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\2000-Clinton.txt, god, s our destiny. And this is our moment. Thank you  God bless you  and God bless America.
C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\2000-Clinton.txt, god, this is our moment. Thank you  God bless you  and God bless America.
C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\2001-Bush.txt, god, faithful servants. Thank you all. Good night  and God bless.
C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\2002-Bush.txt, god, d again that even in tragedyespecially in tragedy God is near. In a single instant  we realized that th
C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\2002-Bush.txt, god, we will see freedom's victory. Thank you all. May God bless.
C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\2003-Bush.txt, god, ton Rouge  Louisiana. A man in the program said  "God does miracles in people's lives  and you never th
C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\2003-Bush.txt, god, e prize is not America's gift to the world; it is God's gift to humanity. We Americans have faith in ou
C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\2003-Bush.txt, god, ust in them  placing our confidence in the loving God behind all of life and all of history. May He gui
C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\2003-Bush.txt, god,  and all of history. May He guide us now. And may God continue to bless the United States of America.
C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\2004-Bush.txt, god,  with liberty and self-government. I believe that God has planted in every human heart the desire to li
C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\2004-Bush.txt, god, hes that each individual has dignity and value in God's sight. It's also important to strengthen our co
C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\2004-Bush.txt, god, can know that His purposes are just and true. May God continue to bless America.
C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\2005-Bush.txt, god, it leads: It leads to freedom. Thank you  and may God bless America.
C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\2006-Bush.txt, god, ompassion abroad because Americans believe in the God-given dignity and worth of a villager with HIV/AI
C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\2006-Bush.txt, god, ause  and confident of the victories to come. May God bless America.
C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\2007-Bush.txt, god,  of this good-hearted man: "Mutombo believes that God has given him this opportunity to do great things
C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\2007-Bush.txt, god, e world is right; and tonight that cause goes on. God bless. See you next year. Thank you for your pray
C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\2008-Bush.txt, god, he people  let us set forth to do their business. God bless America.
C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\2009-Obama.txt, god,   "something worthy to be remembered." Thank you. God bless you  and may God bless the United States of
C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\2009-Obama.txt, god, be remembered." Thank you. God bless you  and may God bless the United States of America. Thank you.
C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\2010-Obama.txt, god, and to strengthen our Union once more. Thank you. God bless you  and God bless the United States of Ame
C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\2010-Obama.txt, god, ur Union once more. Thank you. God bless you  and God bless the United States of America.
C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\2011-Obama.txt, god,   and the state of our Union is strong.Thank you. God bless you  and may God bless the United States of
C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\2011-Obama.txt, god, Union is strong.Thank you. God bless you  and may God bless the United States of America.
C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\2012-Obama.txt, god, te of our Union will always be strong. Thank you  God bless you  and God bless the United States of Ame
C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\2012-Obama.txt, god, l always be strong. Thank you  God bless you  and God bless the United States of America.
C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\2013-Obama.txt, god, y alone. We must all do our part to make sure our God-given rights are protected here at home. That inc
C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\2013-Obama.txt, god, t great chapter of our American story. Thank you. God bless you  and God bless these United States of A
C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\2013-Obama.txt, god, our American story. Thank you. God bless you  and God bless these United States of America.
C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\2014-Obama.txt, god, s like  "We will never forget your kindness" and "God bless America." We do these things because they h
C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\2014-Obama.txt, god, orrow  I know it is within our reach. Believe it. God bless you  and God bless the United States of Ame
C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\2014-Obama.txt, god,  within our reach. Believe it. God bless you  and God bless the United States of America.
C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\2015-Obama.txt, god, r  and let's start the work right now. Thank you. God bless you. God bless this country we love. Thank 
C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\2015-Obama.txt, god, art the work right now. Thank you. God bless you. God bless this country we love. Thank you.
C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\2016-Obama.txt, god, that the state of our Union is strong. Thank you. God bless you. God bless the United States of America
C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\2016-Obama.txt, god, of our Union is strong. Thank you. God bless you. God bless the United States of America. Thank you.
C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1790-Washington.txt, great, h which it has been conducted will be found to do great honor to both the parties  and the sentiments of 
C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1790-Washington.txt, great, onate concern for their particular welfare to the great national impressions under which you will decide 
C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1790-Washington.txt, great,   renewed their violences with fresh alacrity and greater effect. The lives of a number of valuable citiz
C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1790-Washington.txt, great, ope  and particularly the critical posture of the great maritime powers  whilst it ought to make us the m
C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1790-Washington.txt, great, he very moments most interesting to both of these great objects. Our fisheries and the transportation of 
C:\Users\Shobeir\Desktop\Playground\Python\StateoftheUnion\1791-Washington.txt, great, debt of the United States has embraced by far the greatest proportion of that debt  affording at the same
